id,taxyr,businessname1,businessname2,ein,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,activityormissiondesc,typeoforganizationcorpind,typeoforganizationtrustind,typeoforganizationassocind,typeoforganizationotherind,otherorganizationdsc,formationyr,legaldomicilestatecd,legaldomicilecountrycd
201301359349307130,2012,DENKAI ANIMAL SANCTUARY,,731706969,6,5,0,100,"TO MAINTAIN A SANCTUARY (NO-KILL SHELTER) TO PROVIDE PERMANENT SHELTER FOR FARM ANIMALS, MUSTANG HORSES AND OTHER DOMESTICATED ANIMALS. TO RESCUE UNWANTED, ABANDONED, AND/OR ABUSED ANIMALS. TO PROVIDE ADOPTION NETWORK SERVICES AND TO GIVE CARE INFORMATION, DOCUMENT, MONITOR & RES",t,f,f,f,,2004,CO,
201240689349300644,2010,THE CHILDREN'S CENTERINC,,810613961,6,8,8,60,Early childhood education,t,f,f,f,,2003,CO,
201512249349303006,2014,COLORADO GERONTOLOGICAL SOCIETY,,742139782,13,13,9,150,"To provide information, education and training, research, public policy and services to seniors and those who work with seniors.",f,f,f,t,501(3)(c),1980,CO,
201333179349304923,2012,THE DENVER ROTARY CLUB FOUNDATION,,237154562,12,12,0,100,SERVICE AND ASSISTANCE TO YOUTH AND COMMUNITY.,t,f,f,f,,1969,CO,
201240659349300014,2010,HILLTOP HEALTH SERVICES CORPORATION,,742321009,14,14,762,112,"TO SERVE CITIZENS OF WESTERN COLORADO WHO HAVE PHYSICAL, SOCIAL, EMOTIONAL, AND ECONOMIC NEEDS.",t,f,f,f,,1984,CO,
201501349349304010,2014,LIMB PRESERVATION FOUNDATION,,841565464,13,13,2,136,SUPPORT THE PREVENTION AND TREATMENT OF LIMB-THREATENING CONDITIONS,t,f,f,f,,2000,CO,
201420799349300212,2012,SOUTHERN UTE INDIAN CULTURAL CENTER INC,,742494250,7,7,0,,"Research, preserve and promote Southern Ute cultural heritage. Serve as the cultural heart of the Southern Ute people. Market and seek sustainability of the Museum throughout the year.",t,f,f,f,,1988,CO,
201722299349300732,2016,KNIGHTS OF COLUMBUS 1161,,846029989,5,5,0,,ASSISTANCE TO LOCAL COMMUNITY,f,f,t,f,,1905,CO,
201502259349301955,2014,POSNER CENTER FOR INTERNATIONAL,DEVELOPMENT,464406422,9,9,4,20,"THE POSNER CENTER OPERATES A SHARED WORKSPACE FOR INTERNATIONAL DEVELOPMENT ORGANIZATIONS IN DENVER, COLORADO THAT ENGAGES 100+ TENANTS AND MEMBERS. OUR MISSION IS TO BUILD A COMMUNITY OF INNOVATORS WHO GROW LASTING SOLUTIONS TO GLOBAL POVERTY.",t,f,f,f,,2013,CO,
201101369349301620,2010,ALAMOSA CREDIT UNION,,840445575,5,5,3,9,STATE CHARTERED CREDIT UNION,t,f,f,f,,1945,CO,
201400349349300625,2012,FINE ARTS FOUNDATION,,742393879,33,33,0,35,TO ENRICH LIFE IN COLORADO BY SUPPORTING THE ARTS. THIS IS ACCOMPLISHED BY RAISING FUNDS TO SUPPORT THE ARTS THROUGH GRANTS AND TO EDUCATE OUR MEMBERS AND THE COMMUNITY AT LARGE WHILE DEVELOPING INDIVIDUAL AND COMMUNITY SUPPORT.,t,f,f,f,,1985,CO,
201601379349311180,2015,Share Fair Nation,,474615131,8,8,6,0,To teach and inspire educators in emerging practices for a 21st Century workforce.,t,f,f,f,,2015,CO,
201501709349300630,2014,COLORADO PUPPY RESCUE OF COLORADO,,721607193,6,6,0,200,Animal Rescue and Adoption,t,f,f,f,,2006,CO,
201131329349303953,2010,COLORADO TIMBER INDUSTRY ASSOC,,840772159,4,4,1,,TIMBER INDUSTRY SAFETY PROGRAM,f,f,t,f,,1987,CO,
201820559349300007,2016,Littleton Soccer Club,,742657972,265,265,24,650,Youth Soccer Club,t,f,f,f,,1960,CO,
201643519349300019,2015,Colorado Horse Park,,841487919,2,0,0,0,"The Colorado Horse Park is organized exclusively for charitable and educational purposes, and to foster national or international amateur sports competition",t,f,f,f,,1998,CO,
201440769349301119,2012,COLORADO TIER HOCKEY ASSOCIATION,,264749698,11,11,1,60,FOSTER NATIONAL AND INTERNATIONAL AMATEUR HOCKEY COMPETITION AT YOUTH LEVELS.,t,f,f,f,,2009,CO,
201642469349300104,2015,COLORADO PUPPY RESCUE OF COLORADO,,721607193,5,5,0,138,Animal Rescue and Adoption,t,f,f,f,,2006,CO,
201602599349301285,2015,John McConnell Math & Science Center,of Western CO Inc,201641549,13,13,0,57,"We create lasting excitement for math and science for students, teachers and community.",t,f,f,f,,2004,CO,
201703119349302870,2016,ALAMOSA RIVER WATERSHED RESTORATION FOUNDATION INC,,841588141,5,5,1,10,"The Alamosa River Watershed Restoration Foundation Inc. aims to promote, manage and educate the Alamosa River Community on river restoration. ARWRF manages projects whose purpose is to implement channel stabilization/restoration and riparian habitat restoration.",t,f,f,f,,2010,CO,
201713199349311686,2016,CHARITY MOTORS INC,,383251827,4,3,23,3,TO PROVIDE TRANSPORTATION TO LOW INCOME INDIVIDUALS AT BELOW FAIR MARKET VALUE.,t,f,f,f,,1995,MI,
201320119349300227,2011,KATZSON BROS INC VEBA PLAN & TRUST,,840960403,0,0,0,0,EMPLOYEE BENEFITS (SEC 501(C)9),f,t,f,f,,1983,CO,
201502519349300430,2014,INTERNATIONAL CRYOGENICS MATERIALS CONFERENCE,,840780114,21,21,0,,The organization organizes an international conference every other year to provide an opportunity to share research and information regarding the science of cryogenics.,t,f,f,f,,1991,CO,
201522329349300312,2014,Our Savior's Lutheran Housing Corp,c/o Senior Housing Options Inc,742274265,7,7,0,0,Low-Income Housing Provider,t,f,f,f,,1983,CO,
201510909349300621,2013,CURIOUS THEATRE COMPANY,,841364297,16,16,77,179,THE MISSION OF CURIOUS THEATRE COMPANY IS TO ENGAGE THE COMMUNITY IN IMPORTANT CONTEMPORARY ISSUES THROUGH PROVOCATIVE MODERN THEATRE.,t,f,f,f,,1998,CO,
201521329349304487,2014,GRAND RIVERS HUMANE SOCIETY,,203116137,0,0,6,50,TO REDUCE THE NUMBER OF HOMELESS AND SUFFERING PETS.,t,f,f,f,,2006,CO,
201632289349306378,2015,TRANSPLANT FOUNDATION INC,,020744032,32,32,0,0,"TO PROMOTE THE ADVANCEMENT OF ORGAN AND TISSUE TRANSPLANTS, THUS SAVING LIVES EVERY DAY.",f,f,f,t,,2005,CO,
201720469349302622,2015,LONGMONT THEATRE COMPANY INC,,841092371,9,9,5,325,COMMUNITY BASED THEATRICAL PRODUCTIONS,f,t,f,f,,,CO,
201523569349300112,2014,VETERANS OF FOREIGN WARS-POST 101,,840619556,10,20,0,0,"SEE PART III, LINE 1.",t,f,f,f,,1920,CO,
201743199349300304,2016,American Pakistan Association of Colorado,,274821698,4,4,0,4,"APAC is working to help improve our community relations and assimilations of our youths, done through multicultural activities, education and charitable causes.",t,f,f,f,,2011,CO,
201610299349301361,2014,COLORADO ACADEMY,,840421874,24,24,530,775,"EDUCATE AND CHALLENGE STUDENTS ETHICALLY, ACADEMICALLY, ARTISTICALLY, AND ATHLETICALLY.",t,f,f,f,,1906,CO,
201712309349300901,2016,Colorado Pregnancy & Newborn Loss,Services,841411781,7,7,0,0,"CPNL is a 501(c)(3) non-profit statewide community based program since 1994. Founded as a hospital based program in 1980, CPNL has been serving Colorado hospitals and surrounding states for over 30 years.We are professional facilitators trained in group process & group counseling, and pregnancy education guide support group members.",t,f,f,f,,1994,CO,
201211299349301381,2011,OUTPOST EXPEDITIONS,,743056926,4,2,1,3,"TO PROVIDE WEEKLY MEETINGS CALLED ""CLUB BRUSSELS"" TO PROVIDE SPIRITUAL AND EMOTIONAL ENCOURAGEMENT AND ENTERTAINMENT FOR AN AVERAGE OF 55 STUDENTS PER WEEK. ALSO TO PROVIDE SERVICE PROJECTS AND OTHER MISSIONS PROJECTS.",t,f,f,f,,2002,VA,
201501479349300320,2014,PSC PARTNERS SEEKING A CURE,,202112635,13,13,2,375,"THE MISSION OF THE PSC PARTNERS SEEKING A CURE FOUNDATION IS TO PROVIDE EDUCATION AND SUPPORT TO PSC PATIENTS, FAMILIES AND CAREGIVERS AND TO RAISE FUNDS TO RESEARCH CAUSES, TREATMENTS AND POTENTIAL CURES FOR PRIMARY SCLEROSING CHOLANGITIS. OTHER SIGNIFICANT ACTIVITIES THE MEMBERS OF THE PSCP SCIENTIFIC/MEDICAL ADVISORY COMMITTEE ARE ACTIVELY ENGAGED IN DECIDING WHERE TO ALLOCATE OUR FUNDS FOR PSC RESEARCH. THROUGH THIS COMPETITIVE PROGRAM, PSCP HAS AWARDED RESEARCH GRANTS TO PROMINENT PSC RESEARCHERS. IN 2014, PSCP LAUNCHED THE PSC PARTNERS PATIENT REGISTRY. THE GOAL OF THE REGISTRY IS TO COLLECT DE-IDENTIFIED (ANONYMOUS) INFORMATION ON PATIENTS DIAGNOSED WITH PRIMARY SCLEROSING CHOLANGITIS (PSC) IN ORDER TO INCREASE AND ACCELERATE RESEARCH, ENABLE CLINICAL AND DRUG TRIALS, AND FIND EFFECTIVE TREATMENTS FOR PSC. PSC IS A POORLY UNDERSTOOD DISEASE FOR WHICH THERE ARE CURRENTLY NO EFFECTIVE THERAPIES AND NO KNOWN CURE. WE HOPE THAT OUR PATIENT REGISTRY WILL PROVIDE A FORUM FOR PSC PATIE",t,f,f,f,,2005,CO,
201342709349300039,2012,OPEN MEDIA FOUNDATION,,061727461,8,8,17,168,"TO PROVIDE AFFORDABLE, HIGH-END MEDIA AND TECHNOLOGY SERVICES AND TRAINING AND TOOLS THAT ENABLE EVERYONE TO REPRESENT THEIR OWN VOICE IN THE MEDIA CONVERSATION.",t,f,f,f,,2004,CO,
201703009349300710,2016,AMERICAN ASSOCIATION OF NEUROPATHOLOGISTS INC,,136160848,13,13,0,0,"THE PURPOSE OF THE ASSOCIATION SHALL BE TO ADVANCE THE SCIENCE, PRACTICE AND TEACHING OF NEUROPATHOLOGY",t,f,f,f,,1959,CO,
201122039349300402,2010,Rocky Mountain Options for Long Term Care,,743037370,13,13,43,14,"To provide a continuum of health care services to the elderly, blind, and disabled.",t,f,f,f,,2002,CO,
201602149349300140,2014,AMERICAN INDIAN HIGHER EDUCATION CONSORTIUMINC,,840640326,35,35,15,37,"SEE PART III, LINE 1.",t,f,f,f,,1975,CO,
201731299349302753,2015,JICA BUILDING CORPORATION,,462192317,1,1,0,0,"THE ONLY ACTIVITY OF JICA BUILDING CORPORATION WAS TO PROVIDE A BUILDING TO JAMES IRWIN CHARTER ACADEMY, A SCHOOL ORPERATED BY JAMES IRWIN CHARTER SCHOOLS.",t,f,f,f,,2013,CO,
201700699349300025,2015,CURIOUS THEATRE COMPANY,,841364297,14,14,86,69,THE MISSION OF CURIOUS THEATRE COMPANY IS TO ENGAGE THE COMMUNITY IN IMPORTANT CONTEMPORARY ISSUES THROUGH PROVOCATIVE MODERN THEATRE.,t,f,f,f,,1998,CO,
201611349349303751,2014,CASA OF ADAMS & BROOMFIELD COUNTIES,,311657019,14,14,21,252,TO PROVIDE SPECIALLY SELECTED AND TRAINED COMMUNITY VOLUNTEERS TO ADVOCATE FOR ABUSED AND NEGELECTED CHILDREN IN THE PURSUIT OF SAFE AND PERMANENT HOMES.,t,f,f,f,,1999,CO,
201631349349305803,2015,EASTERN SLOPE HOUSING,,841249409,7,2,33,26,PROVIDE HOUSING AND ASSISTED LIVING TO THE ELDERY,t,f,f,f,,2003,CO,
201622239349300432,2015,VETERANS OF FOREIGN WARS,,840382863,4,4,7,,MEDICAL DISABILITY ASSISTANCE FOR VETERANS,t,f,f,f,,1940,CO,
201622009349301167,2015,ASPEN BOARD OF REALTORS,BILL HELDMAN/STARK KING MEM SCHOLARSHIP,841568414,8,8,0,27,SCHOLARSHIP PROGRAM SET UP TO ENABLE STUDENTS TO OBTAIN POST HIGH SCHOOL EDUCATION.,t,f,f,f,,1999,CO,
201633209349315823,2015,HIGHLAND MERCHANTS ASSOCIATION INC,,840887524,35,0,0,,ECONOMIC DEVELOPMENT & GROWTH OFCOMMUNITY BUSINESSES,t,f,f,f,,1980,CO,
201600639349300625,2014,GRECCIO HOUSING UNLIMITED INC,,841158819,13,13,44,1000,"TO PRESERVE, DEVELOP, AND MANTAIN QUALITY AFFORDABLE HOUSING THAT SUPPORTS A SENSE OF COMMUNITY IN THE PIKES PEAK REGION.",t,f,f,f,,1990,CO,
201313539349300526,2012,NORTHERN COLORADO SOCCER CLUB,,840809175,9,9,0,150,PROMOTE SOCCER THROUGH EDUCATION AND TRAINING IN DEVELOPMENTAL AND COMPETITIVE PROGRAMS.,t,f,f,f,,1993,CO,
201542039349301204,2014,Joint Development Associates International,,841286934,8,7,4,10,Catalyst to individuals & communities to raise capacity to sustain & promote development.,t,f,f,f,,1994,CO,
201702269349300980,2016,ARCHWAY INVESTMENT CORPORATION INC,,464352926,6,6,0,,TO DEVELOP AFFORDABLE HOUSING FOR LOW AND MODERATE INCOME FAMILIES AND SENIORS.,t,f,f,f,,2013,CO,
201111339349305656,2010,COLORADO SOLAR ENERGY INDUSTRIES ASSOCIATION,,841115955,7,7,2,30,"ESTABLISHED IN 1989, COSEIA IS THE NONPROFIT TRADE ASSOCIATION LEADING COLORADO'S SOLAR INDUSTRY. OUR MISSION IS TO EXPAND THE SOLAR MARKETS AND GENERATE JOBS AND PROSPERITY FOR THE PEOPLE OF COLORADO. COSEIA ADVANCES SOLAR POLICY, REMOVES MARKET BARRIERS, HIGHLIGHTS EMERGING TRENDS, AND PROMOTES OUTREACH AND EDUCATION. AS THE COLORADO CHAPTER OF THE NATIONAL SOLAR ENERGY INDUSTRIES ASSOCIATION, COSEIA REPRESENTS MORE THAN 200 MEMBER ORGANIZATIONS INCLUDING SOLAR MANUFACTURERS, DISTRIBUTORS, DEALERS, INSTALLERS, INTEGRATORS, FINANCIERS, EDUCATORS AND OTHERS WORKING TOGETHER TO INCREASE SOLAR USE ACROSS COLORADO.",t,f,f,f,,1989,CO,
201721349349300107,2016,Samaritan Institute Foundation,,841611496,6,6,0,,"To support, benefit and carry out the tax-exempt purposes of the Samaritan Institute, Inc and its network of affiliated centers.",t,f,f,f,,2002,CO,
201713109349302251,2016,GOODWILL INDUSTRIES OF DENVER,,840405513,18,17,2887,1355,"PROVIDE EDUCATION, CAREER DEVELOPMENT AND EMPLOYMENT OPPORTUNITIES TO HELP COLORADANS IN NEED.",t,f,f,f,,1918,CO,
201733149349301518,2016,Lamar Community College Foundation,,846119319,10,10,0,0,"To provide scholarships, program development, capital construction and other opportunities to serve the college and approximately 350 students annually with financial aid while they are attending the college.",t,f,f,f,,1973,CO,
201131259349301208,2009,COLORADO ROCKY MOUNTAIN SCHOOL,INC,840425174,19,19,101,72,"COLORADO ROCKY MOUNTAIN SCHOOL, INC. IS A CO-EDUCATIONAL, COLLEGE- PREPARATORY BOARDING AND DAY SCHOOL FOR STUDENTS IN GRADES 9 THROUGH 12.",t,f,f,f,,1953,CO,
201541889349300619,2013,HOPE CANCER FUND,,383427023,4,4,0,,PROVIDE HELP AND SUPPORT TO CANCER PATIENTS.,t,f,f,f,,,,
201631979349300943,2015,TellAsia Ministries Inc,,621718896,8,7,3,,TellAsia Ministries promotes a brighter future through humanitarian projects transforming lives in needy areas of the world using the love of Christ as a model.,t,f,f,f,,2004,TN,
201721379349301012,2016,Clear the Air Foundation,,262499405,6,0,0,0,Campaign for clean air through research and scholarship & education of the general public.,t,f,f,f,,2008,CO,
201603059349300700,2015,National Energy & Utility Affordability Coalition,,521559709,29,29,2,30,The mission of National Energy & Utility Affordability Coalition is to increase the resources available through fuel funds and other energy assistance programs to meet the home energy needs of vulnerable households.,t,f,f,f,,1987,VA,
201402279349304645,2013,LOWER VALLEY HOSPITAL ASSOCIATION,,840447998,16,14,687,135,"Address the health care needs of the greater Fruita community and provide healthcare services without regard to race, age, handicap, creed or national origin. Provide those services to individuals of all income levels consistent with our financial ability to do so.",t,f,f,f,,1949,CO,
201502259349304250,2014,EDUCATIONAL COMMUNICATIONS,OF COLORADO SPRINGS,841087230,3,3,17,200,"THE MISSION OF ECCS IS TO HELP FULFILL THE GREAT COMMISSION OF JESUS CHRIST BY COMMUNICATING THE GOSPEL THROUGH RELEVANT, QUALITY MEDIA OUTLETS. THOSE ENDEAVORS WILL STRIVE TO: 1) ESTABLISH BELIEVERS IN THEIR RELATIONSHIP WITH CHRIST. 2) EVANGELIZE NON-BELIEVERS IN RELEVANT WAYS. 3) EQUIP BELIEVERS TO HAVE A POSITIVE INPUT FOR JESUS CHRIST IN THEIR INDIVIDUAL SPHERES OF INFLUENCE",t,f,f,f,,1987,CO,
201411899349300311,2012,BAPTIST HOME ASSOCIATION OF THE ROCKY,MOUNTAINS - AFFILIATES,742755828,7,6,0,480,"TO PROVIDE NURSING HOME CARE AND HOUSING TO LOW INCOME, ELDERLY AND DISABLED PERSONS.",t,f,f,f,,1949,CO,
201303129349302455,2012,ADOPTION HOMESTUDY AND TRAINING AGENCY,,841589020,0,0,0,0,"PROVIDE FAMILY ASSESSMENT AND COUNSELING SERVICES INCLUDING HOMESTUDY SERVICES, PRE-PLACEMENT COUNSELING, AND POST-PLACEMENT SERVICES TO ADOPTING FAMILIES AND COUNSELING TO BIRTH PARENTS AT THE LOWEST POSSIBLE FEES WITH MODEST EXPENSE.",t,f,f,f,,2001,CO,
201321349349301892,2012,THE ORGANIC CENTER INC,,020626006,9,9,3,,"Our unique mission is to conduct credible, evidence-based science on the health and environmental benefits of organic food and farming and communicate them to the public",t,f,f,f,,2002,VT,
201723199349314787,2016,Friends of the Aspen Animal Shelter,,841564816,15,15,1,10,"TO PROMOTE AND PROVIDE FOR THE WELFARE, CARE AND HEALTH OF ANIMALS, SUPPORT THE EFFORTS OF LIKE-MINDED COMMUNITY-BASED PROGRAMS; EDUCATE THE COMMUNITY ON THE CARE OF ANIMALS; AND SUSTAIN THE EXCELLENCE OF THE ASPEN/PITKIN COUNTY ANIMAL SHELTER",t,f,f,f,,2000,CO,
201731329349305043,2016,ARTHUR BLESSITT EVANGELISTIC,ASSOCIATION OUTREACH FOR CHRIST,956205400,4,2,3,,SPREADING THE WORD OF GOD,t,f,f,f,,1967,CO,
201120879349300507,2010,ST JOSEPH CREDIT UNION,,840509784,1618,1618,6,0,Credit union provide affordable financial services to our membership both savings and loans,t,f,f,f,,1961,CO,
201611379349305166,2015,EQUINE PARTNERSHIP PROGRAM,,205197530,4,4,0,4,WE ASSIST OUR CLIENTS ON THEIR PERSONAL JOURNEY TOWARD HEALING WITH THE HANDS-ON EQUINE ASSISTED THERAPY.,t,f,f,f,,2011,CO,
201112229349301756,2010,USA VOLLEYBALL FOUNDATION,,841412045,8,8,0,50,"THE FOUNDATION WAS ORGANIZED TO SECURE DONATIONS AND OTHER FORMS OF CONTRIBUTIONS TO BUILD A CORPUS, WHOSE ASSETS WILL BE INVESTED AND WHOSE FINANCIAL RESOURCES WILL BE APPLIED TOWARD SUPPORTING THE PROGRAMS AND PURPOSES OF ITS SUPPORTED ORGANIZATIONS, NAMELY USA VOLLEYBALL AND ITS 40 REGIONAL ASSOCIATIONS.",t,f,f,f,,1996,CO,
201703139349303830,2016,Sonrise Mountain Ranch,,341979146,6,4,14,30,"Providing people opportunity to develop and enhance their relationship with God, each other, and communities through Christian based teachings of love and service to others.",t,f,f,f,,2004,CO,
201112289349300636,2010,ABATE OF COLORADO,,840937981,21,21,4,0,MOTORCYCLE SAFETY AND AWARENESS TRAINING,t,f,f,f,,1983,CO,
201613149349303411,2015,Coalitions & Collaboratives Inc,,472144690,4,4,30,2000,"COCO, Inc. is a nonprofit organization that serves coalitions and collaboratives. coalitions and collaboratives are stakeholder-driven organizations that include representatives of government entities, other nonprofit organizations, and the public. COCO increases on-the-ground conservation of the watershed's ecological health.",t,f,f,f,,2014,CO,
201111329349303346,2009,DEVELOPMENTAL PATHWAYS INC,,840534643,12,0,662,60,"DEVELOPMENTAL PATHWAYS WAS INCORPORATED FOR THE PURPOSE OF PROVIDING A COMMUNITY CENTER BOARD TO COORDINATE PROGRAMS THROUGH INTERAGENCY COOPERATION AND LOCAL AGENCIES TO PROVIDE SERVICES TO PERSONS WITH DEVELOPMENTAL DISABILITIES IN ARAPAHOE COUNTY, DOUGLAS COUNTY, AND THAT PART OF ADAMS COUNTY WHICH IS IN THE CITY OF AURORA.",t,f,f,f,,1964,CO,
201633129349302578,2015,ROCKY MOUNTAIN CENTER FOR HEALTH PROMOTION & EDUCATION,,742357255,6,6,22,8,TRAINING OF EDUCATORS TO IMPLEMENT COMPREHENSIVE SEQUENTIAL HEALTH EDUCATION FOR CHILDREN AND YOUTH.,t,f,f,f,,1985,CO,
201231359349302613,2011,PSC PARTNERS SEEKING A CURE,,202112635,9,9,1,350,"(PSC=PRIMARY SCLEROSING CHOLANGITIS) PSC PARTNERS SEEKING A CURE'S MISSION IS TO PROVIDE EDUCATION AND SUPPORT TO PSC PATIENTS AND THEIR FAMILIES, TO RAISE FUNDS WITH WHICH TO RESEARCH THE CAUSES AND A CURE FOR PSC, AND TO PROMOTE AWARENESS OF PSC AND ORGAN DONATION. OTHER SIGNIFICANT ACTIVITIES THE MEMBERS OF THE PSCP SCIENTIFIC/MEDICAL ADVISORY COMMITTEE ARE ACTIVELY ENGAGED IN DECIDING WHERE TO ALLOCATE OUR FUNDS FOR PSC RESEARCH. THROUGH THIS COMPETITIVE PROGRAM, PSCP HAS AWARDED RESEARCH GRANTS TO PROMINENT PSC RESEARCHERS. THE PSC PARTNERS SEEKING A CURE LITERATURE SITE IS THE PREMIER AND MOST EXTENSIVE WEBSITE FOR INFORMATION ON PSC AND CONTINUES TO BE UPDATED WEEKLY TO PROVIDE PSC PATIENTS, CAREGIVERS, PHYSICIANS, AND RESEARCHERS WITH EASY ACCESS TO A VAST BODY OF INFORMATION CONCERNING PSC AND ALLIED DISEASES. SINCE 2005 PSCP HAS HELD ANNUAL PATIENT CONFERENCES FOR PSC PATIENTS AND CAREGIVERS AT DIFFERENT MEDICAL CENTERS THROUGHOUT THE COUNTRY. THESE WEEKEND CONFERENCES OFFER",t,f,f,f,,2005,CO,
201533069349301028,2014,Training Assurance Foundation Inc,,841244587,7,7,0,0,THE ORGANIZATION IS AN ASSOCIATION OF Member schools that provides assurance to students from failed member schools by providing training or tuition refunds.,t,f,f,f,,1995,CO,
201411259349300011,2013,RIO GRANDE OPERATING CREDIT UNION,,840188208,5,5,4,8,STATE CHRTERED CREDIT UNION,t,f,f,f,,1931,CO,
201531909349300313,2014,COAL CREEK MEALS ON WHEELS,,840634856,12,12,7,135,"WE DELIVER HIGH-QUALITY, NUTRIENT-DENSE MEALS EVERY WEEKDAY TO INDIVIDUALS OF VARIOUS DISPOSITIONS, INCLUDING THE ELDERLY, DISABLED, AND THOSE LIMITED IN PHYSICAL CAPACITY DUE TO ILLNESS.",t,f,f,f,,1973,CO,
201611329349303616,2014,ASPEN ART MUSEUM,,840746671,30,30,109,30,"PRESENTING THE NEWEST, MOST IMPORTANT EVOLUTIONS IN INTERNATIONAL CONTEMPORARY ART",t,f,f,f,,1977,CO,
201120269349300712,2009,SERVICIOS HOUSING INC,,742373220,3,3,0,0,To provide an opportunity for adults with diagnosed mental illness to live independently.,t,f,f,f,,1985,CO,
201542269349302464,2014,Colorado Riverfront Foundation Inc,,841069605,19,19,0,82,The Foundation's primary exempt purpose is to reclaim the Colorado riverfront.,t,f,f,f,,1987,CO,
201523179349309777,2014,COLORADO INSTITUTE OF DEVELOPMENTAL,PEDIATRICS INC,742432104,13,8,122,475,"SINCE 1986, MAXIMIZING THE STRENGHTS & POTENTIAL OF CHILDREN & YOUNG ADULTS WITH SPECIAL NEEDS.",t,f,f,f,,1986,CO,
201332269349301708,2012,ROARING FORK PUBLIC RADIO INC,,840884901,18,18,11,46,PUBLIC RADIO BROADCASTING,t,f,f,f,,1980,CO,
201712059349300106,2016,THE MASTER'S APPRENTICE INC,,462418733,4,4,11,,"DEVELOPING AND OPERATING ONE OR MORE PRIVATE TRADE APPRENTICESHIP PROGRAMS, SCHOOLS, AND/OR OTHER JOB TRAINING PROGRAMS.",t,f,f,f,,2013,CO,
201622169349300737,2015,Fort Morgan Community Hospital Foundation,,840776105,6,6,0,,"To provide support for the Fort Morgan Community Hospital or its successor. This is done by soliciting, receiving and administering fund, including donations, contributions, gifts, grants, and bequests of property, both real and personal.",t,f,f,f,,1978,CO,
201512099349300906,2014,Rocky Mountain Wild,,841512852,10,10,6,100,"Rocky Mountain Wild works to protect, connect, and restore wildlife and wildlands in the Southern Rocky Mountain region. Our region includes the mountains, plains and desert ecosystems of Colorado, Wyoming, Utah, and New Mexico. We envision a biologically healthy future for our region - one that includes a diversity of species and ecosystems, thriving wildlife populations, and a sustainable coexistence between people and nature.",t,f,f,f,,1999,CO,
201510999349301101,2013,CREATING POSSIBILITIES INC,,841261170,5,4,0,0,TO ENHANCE THE LIVES OF PEOPLE WITH INTELLECTUAL AND DEVELOPMENTAL DISABILITIES THROUGH SERVICES THAT SHARE THE GOOD NEWS OF JESUS CHRIST.,t,f,f,f,,1993,CO,
201520459349300122,2013,COLORADO SWIMMING INC,,311012799,25,25,2,290,"COLORADO SWIMMING IS DEDICATED TO COMPETETIVE EXCELLENCE IN OUR SPORT. WE LEAD. WE GOVERN. WE SUPPORT. WE EDUCATE. WE HAVE FUN. COLORADO SWIMMING GOVERNS AND ADMINISTERS USA SWIMMING IN THE STATE OF COLORADO. WE SANCTION COMPETITIONS, REGISTER SWIMMERS (6,600 +), COACHES, CLUBS AND VOLUNTEERS, TRAIN OFFICIALS, RUN EDUCATIONAL PROGRAMS, AND MUCH MORE. WE ARE A NON-PROFIT ORGINIZATION GOVERNED BY A VOLUNTEER BOARD OF DIRECTORS.",t,f,f,f,,1983,CO,
201110289349300916,2009,OURAY ICE PARK INC,,841367668,4,4,10,50,0 Promote the sport of ice climbing by managing and maintaining the Ouray Ice Park.,t,f,f,f,,1997,CO,
201622639349300852,2015,HABITAT FOR HUMANITY OF LA PLATA,COUNTY INC,841284358,8,8,17,967,"THE MISSION OF THE ORGANIZATION IS TO BUILD DECENT, AFFORDABLE HOMES IN PARTNERSHIP WITH FAMILIES IN NEED.",t,f,f,f,,1994,CO,
201503209349313870,2014,COLORADO CLEAN ENERGY CLUSTER,,263243017,21,21,1,21,"PROJECTS POSITIVELY IMPACT EFFICIENCIES IN ENERGY PRODUCTION, CONSUMPTION, AND SUSTAINABILITY",t,f,f,f,,2008,CO,
201141369349305634,2010,COLORADO HAITI PROJECT INC,,841330243,14,14,4,50,"The Colorado Haiti Project (CHP) is a state-wide non-profit organization founded in 1989 to provide Colorado citizens and youth the opportunity to extend aid to the poorest of the poor in rural Haiti. Beginning in 1989 in a rural outpost 80 miles west of the Haitian capital of Port-au-Prince, the Colorado Haiti Project today oversees a wide variety of outreach efforts in the capital and across the lower peninsula of Haiti, and a medical mission in Gonives on the upper peninsula. Our flagship effort is the Episcopal mission of St. Paul's in the village of Petit trou de Nippes, 80 miles west of Portau-Prince on the southern peninsula of Haiti. At Petit Trou de Nippes, our comprehensive approach to community development is unique in Haiti. The essential ingredients of our model are traditional education, vocational training, economic development, a medical, dental and community health care system, nutrition, potable water and sanitation system, all within the spiritual support system pro",t,f,f,f,,1989,CO,
201612659349300131,2015,COLORADO NURSERY & GREENHOUSE,ASSOCIATION,510166842,11,11,3,,"TO PROMOTE THE INTEREST OF THOSE ENGAGED IN THE CULTIVATION AND SALES OF TREES, SHRUBS, PLANTS AND OTHER NURSERY STOCK WITHIN THE STATE OF COLORADO.",t,f,f,f,,1956,CO,
201133199349309818,2010,The Family Group,,262337005,3,1,0,,See Supplemental Statement Attached,t,f,f,f,,2008,CO,
